MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,YrSold,SaleType,SaleCondition,GarageYrBlt_2,MoSold_2,ln_y
20,RL,9250,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,7,1954,2005,Gable,Wd Sdng,Wd Sdng,No_Fence,0.0,TA,TA,CBlock,TA,TA,No,BLQ,480,LwQ,468,108,1056,TA,1056,0,0,1056,0,1,1,0,3,1,TA,6,0,No_FirePlace,Attchd,Unf,1,260,TA,390,0,0,0,0,0,No_Fence,0,2007,WD,Normal,1950_1980,Juillet_Septembre,11.845102777308561
90,RL,6979,Reg,Lvl,Inside,OldTown,Norm,Duplex,SFoyer,6,5,1980,1980,Gable,Plywood,Plywood,GdPrv,0.0,TA,TA,CBlock,TA,TA,No,GLQ,1056,Unf,0,0,1056,Gd,1056,0,0,1056,2,0,0,0,0,2,TA,4,0,No_FirePlace,Detchd,Unf,2,576,TA,264,56,0,0,0,0,GdPrv,600,2010,WD,Normal,1980_200,Avril_Juin,11.877568578558138
190,RH,10896,Reg,Bnk,Inside,SWISU,Feedr,2fmCon,2.5Fin,6,7,1914,1995,Hip,VinylSd,VinylSd,No_Fence,0.0,Fa,TA,CBlock,TA,Fa,No,LwQ,256,Unf,0,1184,1440,Ex,1440,1440,515,3395,0,0,2,0,8,2,Fa,14,0,No_FirePlace,No_Garage,No_Garage,0,0,No_Garage,0,110,0,0,0,0,No_Fence,0,2007,WD,Abnorml,None,Janvier_Mars,12.206072645530174
30,RM,6120,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1Story,2,3,1936,1950,Gable,AsbShng,AsbShng,No_Fence,0.0,Fa,Fa,BrkTil,TA,Fa,No,Unf,0,Unf,0,264,264,Fa,800,0,0,800,0,0,1,0,1,1,Fa,4,1,Po,No_Garage,No_Garage,0,0,No_Garage,0,0,0,0,0,0,No_Fence,0,2009,ConLw,Normal,None,Janvier_Mars,11.002099841204238
190,RM,6000,Reg,Lvl,Inside,OldTown,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,Wd Sdng,Wd Sdng,No_Fence,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,811,811,TA,811,576,0,1387,0,0,2,0,3,2,Gd,7,0,No_FirePlace,BuiltIn,Unf,1,256,TA,0,0,0,0,0,0,No_Fence,0,2009,WD,Normal,1950_1980,Octobre_Decembre,11.440354772135393
30,RL,8777,Reg,Lvl,Inside,Edwards,Feedr,1Fam,1Story,5,7,1910,1950,Gable,MetalSd,Wd Sdng,MnPrv,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,796,796,Gd,796,0,0,796,0,0,1,0,2,1,TA,4,0,No_FirePlace,No_Garage,No_Garage,0,0,No_Garage,328,0,164,0,0,0,MnPrv,0,2008,WD,Normal,None,Avril_Juin,11.350406535472453
120,RL,3982,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,No_Fence,0.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,1154,Unf,0,366,1520,Ex,1567,0,0,1567,1,0,2,0,1,1,Ex,7,1,Gd,Attchd,Fin,3,648,TA,312,0,0,0,0,0,No_Fence,0,2006,New,Partial,2000_plus,Octobre_Decembre,12.485827127509431
120,RL,12677,IR1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,8,5,2003,2004,Hip,MetalSd,MetalSd,No_Fence,472.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1218,Unf,0,300,1518,Ex,1518,0,0,1518,0,0,1,1,1,1,Ex,6,1,Gd,Attchd,RFn,2,588,TA,185,140,0,0,0,0,No_Fence,0,2008,WD,Normal,2000_plus,Avril_Juin,12.520883385370206
60,FV,7050,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,VinylSd,No_Fence,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,738,Unf,0,319,1057,Ex,1057,872,0,1929,1,0,2,1,3,1,Gd,7,1,TA,Attchd,Fin,2,650,TA,0,235,0,0,0,0,No_Fence,0,2007,WD,Normal,2000_plus,Avril_Juin,12.328290278254423
80,RL,13860,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,8,7,1972,1995,Gable,Plywood,Wd Sdng,MnPrv,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1410,Unf,0,542,1952,Gd,2000,704,0,2704,1,0,2,1,4,1,Ex,9,3,TA,Attchd,Fin,2,538,TA,269,111,0,0,0,0,MnPrv,0,2009,WD,Normal,1950_1980,Juillet_Septembre,12.751299696013497
60,RL,10793,Reg,Lvl,Inside,NWAmes,RRAn,1Fam,2Story,5,5,1969,1969,Mansard,WdShing,HdBoard,GdWo,263.0,TA,TA,CBlock,TA,TA,No,Rec,493,BLQ,287,0,780,Ex,780,840,0,1620,0,0,2,1,4,1,TA,7,0,No_FirePlace,Attchd,Fin,2,462,TA,208,0,0,0,0,0,GdWo,0,2007,WD,Normal,1950_1980,Avril_Juin,11.931635799828413
20,FV,9187,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,9,5,2009,2009,Gable,CemntBd,CmentBd,No_Fence,162.0,Ex,TA,PConc,Ex,TA,Mn,GLQ,1121,Unf,0,645,1766,Ex,1766,0,0,1766,1,0,2,1,2,1,Ex,7,1,Gd,Attchd,Fin,3,478,TA,195,130,0,0,0,0,No_Fence,0,2009,New,Partial,2000_plus,Octobre_Decembre,12.823628446539173
20,RL,10530,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,5,1971,1971,Hip,Plywood,Plywood,No_Fence,0.0,TA,TA,CBlock,TA,TA,No,ALQ,282,LwQ,35,664,981,TA,981,0,0,981,1,0,1,1,3,1,TA,5,0,No_FirePlace,Detchd,Unf,2,576,TA,0,312,40,0,0,0,No_Fence,0,2007,WD,Normal,1950_1980,Janvier_Mars,11.872346634576987
20,RL,7200,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1950,1950,Hip,MetalSd,MetalSd,No_Fence,0.0,TA,TA,CBlock,No_Basement,No_Basement,No_Basement,No_Basement,0,No_Basement,0,0,0,Gd,1048,0,0,1048,0,0,1,0,3,1,TA,7,0,No_FirePlace,Detchd,Unf,2,420,TA,0,27,0,0,0,0,No_Fence,0,2008,WD,Normal,1950_1980,Juillet_Septembre,11.495779306135258
20,RL,10452,IR1,Lvl,Inside,Edwards,Norm,1Fam,1Story,6,5,1953,1953,Hip,Wd Sdng,Wd Sdng,No_Fence,216.0,TA,TA,CBlock,TA,TA,Mn,Rec,500,Unf,0,594,1094,Ex,1094,0,0,1094,0,0,1,0,3,1,TA,5,2,Gd,Attchd,RFn,2,495,TA,0,0,0,0,287,0,No_Fence,0,2008,WD,Normal,1950_1980,Avril_Juin,11.951180395901384
60,RL,7700,Reg,Lvl,Inside,NAmes,PosN,1Fam,2Story,6,5,1966,1966,Gable,MetalSd,MetalSd,No_Fence,351.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,756,756,TA,1051,788,0,1839,0,0,1,1,4,1,TA,7,1,TA,Attchd,Unf,2,442,TA,0,124,216,0,0,0,No_Fence,0,2010,WD,Normal,1950_1980,Avril_Juin,11.951180395901384
180,RM,1936,Reg,Lvl,Inside,MeadowV,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CemntBd,CmentBd,MnPrv,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,131,GLQ,499,0,630,Gd,630,0,0,630,1,0,1,0,1,1,TA,3,0,No_FirePlace,No_Garage,No_Garage,0,0,No_Garage,0,0,0,0,0,0,MnPrv,0,2007,WD,Normal,None,Octobre_Decembre,11.344506813345266
60,FV,8125,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,6,2007,2007,Gable,CemntBd,CmentBd,No_Fence,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,813,813,Ex,822,843,0,1665,0,0,2,1,3,1,Gd,7,0,No_FirePlace,Attchd,RFn,2,562,TA,0,0,0,0,0,0,No_Fence,0,2008,WD,Normal,2000_plus,Avril_Juin,12.235388699864227
70,RL,9084,Reg,Lvl,Inside,Edwards,Artery,1Fam,2Story,4,5,1940,1950,Gable,MetalSd,MetalSd,MnPrv,0.0,TA,TA,CBlock,TA,TA,Mn,Unf,0,Unf,0,755,755,TA,755,755,0,1510,1,0,1,0,4,1,TA,7,1,Gd,Detchd,Unf,1,296,Fa,120,0,0,0,0,0,MnPrv,0,2009,WD,Normal,1900_1950,Octobre_Decembre,11.589886506106357
60,RL,8750,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,1996,1996,Gable,VinylSd,VinylSd,No_Fence,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,880,880,Ex,909,807,0,1716,0,0,2,1,2,1,Gd,7,1,TA,Attchd,RFn,2,512,TA,0,120,0,0,0,0,No_Fence,0,2009,WD,Normal,1980_200,Juillet_Septembre,12.160028707028767
50,RM,10320,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,6,7,1906,1995,Gable,MetalSd,MetalSd,MnPrv,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,756,756,Ex,756,713,0,1469,0,0,1,0,3,1,TA,7,0,No_FirePlace,Detchd,Unf,1,216,TA,57,0,239,0,0,0,MnPrv,0,2008,WD,Normal,1900_1950,Avril_Juin,11.813030057420567
20,RL,10437,IR1,Lvl,Inside,NoRidge,Norm,1Fam,1Story,8,6,1995,1995,Hip,MetalSd,MetalSd,No_Fence,660.0,Gd,Gd,PConc,Gd,TA,Gd,GLQ,1696,Unf,0,413,2109,Ex,2113,0,0,2113,1,0,2,1,2,1,Gd,7,1,TA,Attchd,Fin,3,839,TA,236,46,0,0,0,0,No_Fence,0,2008,WD,Normal,1980_200,Juillet_Septembre,12.765688433465597
160,RM,1680,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,5,1971,1971,Gable,HdBoard,ImStucc,No_Fence,381.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,525,525,TA,525,567,0,1092,0,0,1,1,3,1,TA,6,0,No_FirePlace,Detchd,Unf,1,264,TA,0,0,0,0,0,0,No_Fence,0,2010,WD,Family,1950_1980,Janvier_Mars,11.385092093460344
20,RL,10007,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1959,2006,Gable,HdBoard,HdBoard,MnPrv,54.0,Gd,TA,CBlock,TA,TA,No,ALQ,806,Unf,0,247,1053,Ex,1053,0,0,1053,1,0,1,1,3,1,Gd,5,0,No_FirePlace,Attchd,RFn,1,312,TA,0,0,0,0,0,0,MnPrv,0,2008,WD,Normal,1950_1980,Juillet_Septembre,11.887931365593685
70,RL,7200,Reg,HLS,Inside,Crawfor,Norm,1Fam,2Story,7,6,1931,2000,Gable,Stucco,Wd Shng,MnPrv,0.0,TA,Fa,BrkTil,Gd,TA,No,Unf,0,Unf,0,776,776,TA,851,651,0,1502,0,0,1,1,3,1,TA,6,1,Gd,Attchd,RFn,1,270,TA,0,0,112,0,0,0,MnPrv,0,2008,WD,Normal,1900_1950,Janvier_Mars,11.911701584927597
50,RL,17503,Reg,Lvl,Inside,NAmes,Artery,1Fam,1.5Fin,6,5,1948,1950,Gable,VinylSd,VinylSd,No_Fence,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,912,912,TA,912,546,0,1458,0,1,1,0,3,1,TA,6,1,Gd,Attchd,Unf,1,330,TA,192,0,0,0,0,0,No_Fence,0,2010,WD,Abnorml,1900_1950,Janvier_Mars,11.487607656985938
20,RL,9937,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,5,7,1964,1999,Hip,MetalSd,MetalSd,MnPrv,0.0,TA,Gd,PConc,TA,TA,No,BLQ,637,Unf,0,849,1486,Ex,1486,0,0,1486,1,0,1,0,3,1,TA,7,0,No_FirePlace,Detchd,Fin,2,480,TA,0,0,0,0,0,0,MnPrv,0,2009,WD,Normal,1950_1980,Janvier_Mars,12.025749091398891
60,RL,12384,Reg,Lvl,CulDSac,NWAmes,Norm,1Fam,2Story,7,7,1976,1976,Gable,Plywood,Plywood,No_Fence,233.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,793,793,TA,1142,793,0,1935,0,0,2,1,3,1,TA,7,1,TA,Attchd,RFn,2,550,TA,0,113,252,0,0,0,No_Fence,0,2007,WD,Normal,1950_1980,Octobre_Decembre,12.195517131590657
60,RL,46589,IR2,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,8,7,1994,2005,Hip,VinylSd,VinylSd,No_Fence,528.0,Gd,TA,PConc,Gd,Gd,No,GLQ,1361,Rec,180,88,1629,Ex,1686,762,0,2448,1,0,2,1,4,1,Gd,8,1,TA,Attchd,RFn,3,711,TA,517,76,0,0,0,0,No_Fence,0,2009,WD,Normal,1980_200,Juillet_Septembre,12.904207367601158
20,RL,13560,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,3,1968,1968,Hip,Wd Sdng,Wd Sdng,No_Fence,216.0,TA,TA,CBlock,Fa,Fa,No,Unf,0,Unf,0,1392,1392,Gd,1392,0,0,1392,1,0,1,0,2,1,TA,5,2,TA,Attchd,RFn,2,576,TA,0,0,240,0,0,0,No_Fence,0,2009,WD,Normal,1950_1980,Juillet_Septembre,11.608235644774552
85,RL,10012,Reg,Lvl,Inside,Edwards,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,Plywood,Plywood,MnPrv,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,920,Rec,180,38,1138,TA,1181,0,0,1181,1,0,2,0,3,1,TA,6,0,No_FirePlace,Detchd,RFn,2,588,TA,0,0,180,0,0,0,MnPrv,0,2008,WD,Normal,1950_1980,Avril_Juin,11.831379196088763
20,RL,20896,IR2,Lvl,CulDSac,Somerst,RRAn,1Fam,1Story,8,5,2005,2006,Gable,VinylSd,VinylSd,No_Fence,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1721,Unf,0,356,2077,Ex,2097,0,0,2097,1,0,1,1,1,1,Ex,8,1,Ex,Attchd,Fin,3,1134,TA,192,267,0,0,0,0,No_Fence,0,2006,New,Partial,2000_plus,Janvier_Mars,12.955127458028414
60,RL,11194,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,8,5,2000,2000,Gable,VinylSd,VinylSd,No_Fence,40.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1406,1406,Ex,1454,482,0,1936,0,0,2,1,3,1,Gd,7,1,TA,Attchd,RFn,2,504,TA,188,124,0,0,0,0,No_Fence,0,2006,WD,Normal,2000_plus,Octobre_Decembre,12.348006141418841
60,RL,18450,IR1,Lvl,Inside,NAmes,Norm,1Fam,2Story,6,5,1965,1979,Flat,Plywood,Plywood,No_Fence,113.0,TA,Gd,CBlock,Gd,TA,No,LwQ,187,Rec,723,111,1021,TA,1465,915,0,2380,0,0,2,1,3,1,TA,7,1,Po,CarPort,Unf,2,596,TA,0,265,0,0,0,0,No_Fence,0,2007,WD,Abnorml,1950_1980,Juillet_Septembre,11.76756768334381
20,RL,8125,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,6,5,1994,1998,Gable,HdBoard,HdBoard,No_Fence,258.0,TA,TA,PConc,Gd,TA,No,GLQ,1138,Unf,0,270,1408,Ex,1679,0,0,1679,1,0,2,0,3,1,Gd,7,1,Fa,Attchd,RFn,2,575,TA,224,42,0,0,0,0,No_Fence,0,2008,WD,Normal,1980_200,Octobre_Decembre,12.173032791451973
20,RL,14175,Reg,Bnk,Corner,Sawyer,Norm,1Fam,1Story,5,6,1956,1987,Gable,CemntBd,Wd Sdng,No_Fence,0.0,TA,TA,CBlock,TA,TA,No,Rec,988,Unf,0,200,1188,Gd,1437,0,0,1437,1,0,1,1,3,1,TA,6,1,TA,Detchd,Unf,2,576,TA,304,0,0,0,0,0,No_Fence,0,2006,WD,Normal,1980_200,Octobre_Decembre,12.031719258385396
30,RL,11600,Reg,Lvl,Inside,Crawfor,Norm,1Fam,1Story,4,5,1922,1950,Gable,MetalSd,MetalSd,No_Fence,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,700,700,Ex,1180,0,0,1180,0,0,1,0,2,1,Fa,5,1,Gd,Detchd,Unf,1,252,TA,0,0,67,0,0,0,No_Fence,0,2006,WD,Normal,1900_1950,Juillet_Septembre,11.831379196088763
60,RL,8633,Reg,Lvl,FR2,CollgCr,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,No_Fence,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,193,Unf,0,545,738,Ex,738,738,0,1476,1,0,2,1,3,1,Gd,7,0,No_FirePlace,Attchd,Fin,2,540,TA,100,35,0,0,0,0,No_Fence,0,2009,WD,Normal,2000_plus,Janvier_Mars,12.063932878369052
70,RH,6629,Reg,Lvl,Inside,Edwards,Artery,1Fam,2Story,6,6,1925,1950,Gambrel,Wd Sdng,Wd Sdng,No_Fence,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,551,Unf,0,121,672,TA,697,672,0,1369,1,0,2,0,3,1,TA,6,0,No_FirePlace,Detchd,Unf,1,300,TA,147,0,0,0,0,0,No_Fence,0,2009,WD,Normal,1900_1950,Juillet_Septembre,11.54829260880752
20,RL,11250,IR1,Lvl,Inside,Veenker,Norm,1Fam,1Story,6,6,1977,1977,Gable,Plywood,Plywood,No_Fence,0.0,Gd,TA,CBlock,Gd,TA,No,ALQ,767,Unf,0,441,1208,TA,1208,0,0,1208,1,0,1,1,3,1,TA,6,1,TA,Attchd,RFn,2,546,TA,198,42,0,0,0,0,No_Fence,0,2006,WD,Normal,1950_1980,Avril_Juin,12.013700752882718
20,RL,14442,Reg,Lvl,Inside,Crawfor,Norm,1Fam,1Story,6,7,1957,2004,Hip,CemntBd,CmentBd,No_Fence,106.0,TA,TA,PConc,TA,TA,No,GLQ,1186,Unf,0,291,1477,Ex,1839,0,0,1839,1,0,2,0,3,1,Gd,7,2,TA,Attchd,Fin,2,416,TA,0,87,0,0,200,0,No_Fence,0,2007,WD,Normal,1950_1980,Avril_Juin,12.458774999085929
20,RL,9200,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,1965,1965,Gable,HdBoard,HdBoard,No_Fence,0.0,TA,TA,CBlock,TA,TA,No,Rec,892,Unf,0,244,1136,TA,1136,0,0,1136,1,0,1,0,3,1,TA,5,1,Gd,Attchd,RFn,1,384,TA,426,0,0,0,0,0,No_Fence,0,2008,WD,Normal,1950_1980,Juillet_Septembre,11.84939770159144
160,RL,2289,Reg,Lvl,Inside,NPkVill,Norm,Twnhs,2Story,6,6,1978,1978,Gable,Plywood,Brk Cmn,No_Fence,0.0,TA,TA,CBlock,TA,TA,No,ALQ,311,Unf,0,544,855,TA,855,586,0,1441,0,0,2,1,3,1,TA,7,1,TA,Attchd,Unf,2,440,TA,28,0,0,0,0,0,No_Fence,0,2009,WD,Normal,1950_1980,Avril_Juin,11.908340237224891
70,RM,9600,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,4,2,1900,1950,Gable,AsbShng,Stucco,No_Fence,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,1095,1095,Fa,1095,679,0,1774,1,0,2,0,4,2,TA,8,0,No_FirePlace,2Types,Unf,3,779,Fa,0,0,90,0,0,0,No_Fence,0,2006,WD,Normal,1900_1950,Avril_Juin,11.37366339763672
30,RL,9022,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,8,1924,2006,Gable,VinylSd,VinylSd,No_Fence,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,768,768,Ex,792,0,0,792,0,0,1,0,2,1,Gd,5,0,No_FirePlace,Detchd,Unf,1,240,Fa,316,0,120,0,0,0,No_Fence,0,2009,WD,Normal,1900_1950,Avril_Juin,11.603679828238693
20,RL,11844,IR1,Lvl,Inside,StoneBr,Norm,1Fam,1Story,8,5,2008,2008,Hip,VinylSd,VinylSd,No_Fence,464.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0,Unf,0,2046,2046,Ex,2046,0,0,2046,0,0,2,1,3,1,Gd,7,1,Gd,Attchd,Fin,3,834,TA,322,82,0,0,0,0,No_Fence,0,2009,New,Partial,2000_plus,Juillet_Septembre,12.827992316801751
20,RL,9945,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,1961,1961,Hip,Wd Sdng,Wd Sdng,No_Fence,57.0,TA,TA,CBlock,TA,TA,No,Rec,827,Unf,0,161,988,TA,988,0,0,988,1,0,1,0,3,1,TA,5,0,No_FirePlace,Detchd,Unf,2,572,TA,0,0,0,0,0,0,No_Fence,0,2007,WD,Normal,1950_1980,Octobre_Decembre,11.763684183317412
120,RL,8012,Reg,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,Plywood,Plywood,No_Fence,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,543,BLQ,119,261,923,TA,923,0,0,923,0,0,2,0,2,1,TA,5,1,TA,Attchd,RFn,1,264,TA,80,0,0,0,0,0,No_Fence,0,2010,WD,Normal,1980_200,Avril_Juin,11.870599909242044
50,RH,4500,IR2,Bnk,Inside,SWISU,Norm,1Fam,1.5Fin,5,5,1932,2000,Gable,VinylSd,Stucco,No_Fence,0.0,TA,TA,BrkTil,TA,TA,No,Rec,182,Unf,0,611,793,Ex,848,672,0,1520,0,0,1,0,3,1,TA,6,0,No_FirePlace,Detchd,Unf,1,281,TA,0,0,56,0,0,0,No_Fence,0,2009,WD,Abnorml,1950_1980,Juillet_Septembre,11.979385322467598
120,RL,2887,Reg,HLS,Inside,ClearCr,Norm,1Fam,1Story,6,5,1996,1997,Gable,Wd Sdng,Wd Sdng,No_Fence,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1003,Unf,0,288,1291,Ex,1291,0,0,1291,1,0,1,0,2,1,Gd,6,1,Gd,Attchd,Unf,2,431,TA,307,0,0,0,0,0,No_Fence,0,2008,WD,Normal,1980_200,Octobre_Decembre,12.061046873479915
20,RL,11248,IR1,Lvl,Corner,CollgCr,Norm,1Fam,1Story,9,5,2002,2002,Hip,VinylSd,VinylSd,No_Fence,215.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1059,Unf,0,567,1626,Ex,1668,0,0,1668,1,0,2,0,3,1,Gd,7,1,TA,Attchd,Fin,3,702,TA,257,45,0,0,0,0,No_Fence,0,2007,WD,Normal,2000_plus,Juillet_Septembre,12.560244459250788
60,RL,16770,IR2,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,No_Fence,30.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1195,1195,Gd,1195,644,0,1839,0,0,2,1,4,1,TA,7,0,No_FirePlace,Attchd,Fin,2,486,TA,0,81,0,0,0,0,No_Fence,0,2010,WD,Normal,1980_200,Avril_Juin,12.30591798049989
160,RL,5062,IR1,Lvl,CulDSac,StoneBr,Norm,TwnhsE,2Story,7,5,1984,1984,Gable,HdBoard,HdBoard,No_Fence,0.0,Gd,TA,CBlock,Gd,TA,Mn,GLQ,828,LwQ,182,180,1190,Gd,1190,900,0,2090,1,0,2,0,3,1,Gd,6,1,TA,Attchd,Fin,2,577,TA,219,0,0,0,0,0,No_Fence,0,2007,WD,Normal,1980_200,Juillet_Septembre,12.24288661865289
60,FV,10207,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,6,2007,2007,Gable,VinylSd,VinylSd,No_Fence,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,874,874,Ex,874,887,0,1761,0,0,3,0,3,1,Gd,7,0,No_FirePlace,Attchd,Fin,2,578,TA,144,105,0,0,0,0,No_Fence,0,2007,New,Partial,2000_plus,Juillet_Septembre,12.336552511980964
160,FV,5105,IR2,Lvl,FR2,Somerst,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,MetalSd,MetalSd,No_Fence,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,239,Unf,0,312,551,Ex,551,551,0,1102,0,0,2,1,2,1,Gd,4,0,No_FirePlace,Detchd,Unf,2,480,TA,0,60,0,0,0,0,No_Fence,0,2007,WD,Normal,2000_plus,Janvier_Mars,11.910358401381128
20,RL,8089,Reg,HLS,Inside,StoneBr,Norm,1Fam,1Story,8,6,2007,2007,Gable,MetalSd,MetalSd,No_Fence,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,945,Unf,0,474,1419,Ex,1419,0,0,1419,1,0,2,0,2,1,Gd,7,1,Gd,Attchd,RFn,2,567,TA,140,0,0,0,0,0,No_Fence,0,2007,New,Partial,2000_plus,Octobre_Decembre,12.8790171187726
120,RL,7577,IR1,Lvl,Corner,NridgHt,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,VinylSd,VinylSd,No_Fence,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,20,Unf,0,1342,1362,Ex,1362,0,0,1362,0,0,2,0,2,1,Gd,6,1,Gd,Attchd,RFn,2,460,TA,192,28,0,0,0,0,No_Fence,0,2007,WD,Normal,2000_plus,Avril_Juin,12.17921519136029
120,RM,4426,Reg,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,No_Fence,147.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,697,Unf,0,151,848,Ex,848,0,0,848,1,0,1,0,1,1,Gd,3,1,TA,Attchd,RFn,2,420,TA,149,0,0,0,0,0,No_Fence,0,2008,WD,Normal,2000_plus,Avril_Juin,11.856515169360305
60,RL,21535,IR1,Lvl,Corner,NoRidge,Norm,1Fam,2Story,10,6,1994,1995,Gable,HdBoard,HdBoard,No_Fence,1170.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1455,Unf,0,989,2444,Ex,2444,1872,0,4316,0,1,3,1,4,1,Ex,10,2,Ex,Attchd,Fin,3,832,TA,382,50,0,0,0,0,No_Fence,0,2007,WD,Normal,1980_200,Janvier_Mars,13.534473028231162
60,RL,26178,IR1,Lvl,Inside,Timber,Norm,1Fam,2Story,7,5,1989,1990,Hip,MetalSd,MetalSd,No_Fence,293.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,965,Unf,0,245,1210,Ex,1238,1281,0,2519,1,0,2,1,4,1,Gd,9,2,Gd,Attchd,RFn,2,628,TA,320,27,0,0,0,0,No_Fence,0,2006,WD,Normal,1980_200,Avril_Juin,12.721885810807203
